id,name,shortname,entrez_id,mgi
1965,"potassium voltage gated channel, Shaw-related subfamily, member 3","Kcnc3","16504","96669"
1966,"zinc finger, DBF-type containing 2","Zdbf2","73884","1921134"
1967,"RAS related protein 2a","Rap2a","76108","97855"
1968,"syndecan 3","Sdc3","20970","1349163"
1969,"fibroblast growth factor 3","Fgf3","14174","95517"
1970,"CXXC finger 4","Cxxc4","319478","2442112"
1971,"nuclear factor I/B","Nfib","18028","103188"
1972,"N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4","Ndst4","64580","1932545"
1973,"metallophosphoesterase domain containing 1","Mpped1","223726","106316"
1974,"ABRA C-terminal like","Abracl","73112","1920362"
1975,"antigen identified by monoclonal antibody Ki 67","Mki67","17345","106035"
1976,"septin 5","Sept5","18951","1195461"
1977,"zinc finger E-box binding homeobox 2","Zeb2","24136","1344407"
1978,"eukaryotic translation initiation factor 1A, X-linked","Eif1ax","66235","1913485"
1979,"phosphodiesterase 10A","Pde10a","23984","1345143"
1980,"ankyrin repeat domain 34B","Ankrd34b","218440","2443245"
1981,"polo-like kinase 5","Plk5","216166","3026984"
1982,"NAD(P) dependent steroid dehydrogenase-like","Nsdhl","18194","1099438"
1983,"DNA-damage-inducible transcript 4-like","Ddit4l","73284","1920534"
1984,"family with sequence similarity 3, member C","Fam3c","27999","107892"
1985,"ankyrin repeat domain 43","Ankrd43","237761","2687280"
1986,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1","Kcnma1","16531","99923"
1987,"Kell blood group precursor (McLeod phenotype) homolog","Xk","22439","103569"
1988,"erythrocyte protein band 4.1-like 3","Epb41l3","13823","103008"
1989,"erythrocyte protein band 4.1-like 2","Epb41l2","13822","103009"
1990,"erythrocyte protein band 4.1-like 1","Epb41l1","13821","103010"
1991,"erythrocyte protein band 4.1","Epb41","269587","95401"
1992,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2","Adamts2","216725","1347356"
1993,"potassium voltage-gated channel, Shal-related family, member 3","Kcnd3","56543","1928743"
1994,"amyloid beta (A4) precursor protein binding, family A, member 1","Apba1","319924","1860297"
1995,"cadherin 9","Cdh9","12565","107433"
1996,"early B cell factor 3","Ebf3","13593","894289"
1997,"cell adhesion molecule with homology to L1CAM","Chl1","12661","1098266"
1998,"suppressor of lin-12-like 3","Sel1l3","231238","1916941"
1999,"WASH complex subunit 2","Washc2","28006","106463"
2000,"ubiquitin specific peptidase 29","Usp29","57775","1888998"
2001,"triple functional domain (PTPRF interacting)","Trio","223435","1927230"
2002,"Kv channel-interacting protein 1","Kcnip1","70357","1917607"
2003,"calcium channel, voltage-dependent, alpha2/delta subunit 1","Cacna2d1","12293","88295"
2004,"potassium voltage-gated channel, Shal-related family, member 2","Kcnd2","16508","102663"
2005,"microtubule-associated protein 2","Mtap2","17756","97175"
2006,"gephyrin","Gphn","268566","109602"
2007,"clavesin 2","Clvs2","215890","2443223"
2008,"phosphodiesterase 8B","Pde8b","218461","2443999"
2009,"gamma-aminobutyric acid (GABA-A) receptor, subunit alpha 5","Gabra5","110886","95617"
2010,"potassium voltage-gated channel, shaker-related subfamily, beta member 1","Kcnab1","16497","109155"
2011,"Forkhead box A2.","Foxa2","15376","1347476"
2012,"Doublesex and mab-3 transcription factor 3","Dmrt3","240590","2449470"
2013,"pleiomorphic adenoma gene-like 1","Plagl1","22634","1100874"
2014,"extended synaptotagmin-like protein 3","Esyt3","272636","1098699"
2015,"small G protein signaling modulator 1","Sgsm1","52850","107320"
2016,"mitochondrial ribosomal protein S21","Mrps21","66292","1913542"
2017,"transforming growth factor, beta 3","Tgfb3","21809","98727"
2018,"guanine deaminase","Gda","14544","95678"
2019,"calcium/calmodulin-dependent protein kinase kinase 1, alpha","Camkk1","55984","1891766"
2020,"RAS-like, family 11, member B","Rasl11b","68939","1916189"
2021,"zinc finger, imprinted 1","Zim1","22776","1341879"
2022,"beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)","B3gat2","280645","2389490"
2023,"Pregnanc y upregulated non-ubiquitously expressed CaM kinase","Pnck","93843","1347357"
2024,"B cell translocation gene 3","Btg3","12228","109532"
2025,"minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)","Mcm5","17218","103197"
2026,"hypothetical gene supported by AK082257","LOC433228","433228",""
2027,"solute carrier family 39 (zinc transporter), member 14","Slc39a14","213053","2384851"
2028,"leucine rich repeat containing 4","Lrrc4","192198","2182081"
2029,"CaM kinase-like vesicle-associated","Camkv","235604","2384296"
2030,"progressive ankylosis","Ank","11732","3045421"
2031,"RIKEN cDNA 1110008P14 gene","1110008P14Rik","73737","1920987"
2032,"serine/arginine-rich splicing factor 5","Srsf5","20384","98287"
2033,"KH domain containing, RNA binding, signal transduction associated 1","Khdrbs1","20218","893579"
2034,"aquaporin 4","Aqp4","11829","107387"
2035,"nascent polypeptide-associated complex alpha polypeptide","Naca","17938","106095"
2036,"trafficking protein particle complex 3","Trappc3","27096","1351486"
2037,"coiled-coil domain containing 187","Ccdc187","329366","3045295"
2038,"lysosomal-associated protein transmembrane 4B","Laptm4b","114128","1890494"
2039,"a disintegrin and metallopeptidase domain 23","Adam23","23792","1345162"
2040,"inositol polyphosphate 5-phosphatase J","Inpp5j","170835","2158663"
2041,"potassium inwardly-rectifying channel, subfamily J, member 10","Kcnj10","16513","1194504"
2042,"CDK5 and Abl enzyme substrate 1","Cables1","63955","1927065"
2043,"RIKEN cDNA 1700019N12 gene","1700019N12Rik","67077","1914327"
2044,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)","Stt3b","68292","1915542"
2045,"SRY (sex determining region Y)-box 8","Sox8","20681","98370"
2046,"phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha","Pip5k1a","18720","107929"
2047,"Kell blood group","Kel","23925","1346053"
2048,"interleukin 13 receptor, alpha 1","Il13ra1","16164","105052"
2049,"EPS8-like 2","Eps8l2","98845","2138828"
2050,"catenin (cadherin associated protein), delta 1","Ctnnd1","12388","105100"
2051,"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing","Nacc2","67991","1915241"
2052,"Rho GTPase activating protein 5","Arhgap5","11855","1332637"
2053,"CDC42 binding protein kinase gamma (DMPK-like)","Cdc42bpg","240505","2652845"
2054,"glutamate receptor, ionotropic, kainate 4","Grik4","110637","95817"
2055,"glutamate receptor, ionotropic, kainate 5","Grik5","14809","95818"
2056,"dynactin 1","Dctn1","13191","107745"
2057,"homeobox D10","Hoxd10","15430","96202"
2058,"homeobox C10","Hoxc10","209448","96192"
2059,"DnaJ (Hsp40) homolog, subfamily C, member 12","Dnajc12","30045","1353428"
2060,"junction plakoglobin","Jup","16480","96650"
2061,"tumor necrosis factor receptor superfamily, member 19","Tnfrsf19","29820","1352474"
2062,"tumor protein D52-like 1","Tpd52l1","21987","1298386"
2063,"copine V","Cpne5","240058","2385908"
2064,"protocadherin 20","Pcdh20","219257","2443376"
2065,"family with sequence similarity 65, member B","Fam65b","193385","2444879"
2066,"sprouty homolog 3 (Drosophila)","Spry3","236576","1345188"
2067,"WD repeat domain 13","Wdr13","73447","1914661"
2068,"transient receptor potential cation channel, subfamily V, member 1","Trpv1","193034","1341787"
2069,"sprouty homolog 4 (Drosophila)","Spry4","24066","1345144"
2070,"serine (or cysteine) peptidase inhibitor, clade B, member 6a","Serpinb6a","20719","103123"
2071,"large tumor suppressor 2","Lats2","50523","1354386"
2072,"IQ motif containing GTPase activating protein 3","Iqgap3","404710","3028642"
2073,"insulin-like growth factor binding protein 3","Igfbp3","16009","96438"
2074,"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1","Galntl1","108760","1917754"
2075,"dapper homolog 2, antagonist of beta-catenin (xenopus)","Dact2","240025","1920347"
2076,"peptide YY","Pyy","217212","99924"
2077,"thioesterase superfamily member 6","Them6","223626","1925301"
2078,"neuronal pentraxin 2","Nptx2","53324","1858209"
2079,"Mab-21 domain containing 2","Mb21d2","239796","1917028"
2080,"clusterin","Clu","12759","88423"
2081,"cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)","Chrna2","110902","87886"
2082,"six transmembrane epithelial antigen of prostate 2","Steap2","74051","1921301"
2083,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5","St8sia5","225742","109243"
2084,"platelet/endothelial cell adhesion molecule 1","Pecam1","18613","97537"
2085,"microsomal glutathione S-transferase 3","Mgst3","66447","1913697"
2086,"potassium voltage-gated channel, shaker-related subfamily, member 1","Kcna1","16485","96654"
2087,"inositol (myo)-1(or 4)-monophosphatase 1","Impa1","55980","1933158"
2088,"cAMP responsive element binding protein 1","Creb1","12912","88494"
2089,"CD34 antigen","Cd34","12490","88329"
2090,"abhydrolase domain containing 6","Abhd6","66082","1913332"
2091,"killer cell lectin-like receptor, subfamily A, member 3","Klra3","16634","101905"
2092,"cyclic nucleotide gated channel alpha 2","Cnga2","12789","108040"
2344,"Olfactomedin-like 3","Olfml3","99543","1914877"
2093,"mannosidase 1, alpha","Man1a","17155","104677"
2094,"glyceraldehyde-3-phosphate dehydrogenase","Gapdh","14433","95640"
2095,"2,3-cyclic nucleotide 3 phosphodiesterase","Cnp","12799","88437"
2096,"maternal embryonic leucine zipper kinase","Melk","17279","106924"
2097,"G protein-coupled receptor 101","Gpr101","245424","2685211"
2098,"calcium channel, voltage-dependent, T type, alpha 1H subunit","Cacna1h","58226","1928842"
2099,"forkhead box L1","Foxl1","14241","1347469"
2100,"TNFAIP3 interacting protein 2","Tnip2","231130","2386643"
2101,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9","Abcc9","20928","1352630"
2102,"chemokine (C-X3-C motif) receptor 1","Cx3cr1","13051","1333815"
2103,"coagulation factor II (thrombin) receptor","F2r","14062","101802"
2104,"nuclear receptor subfamily 0, group B, member 1","Nr0b1","11614","1352460"
2105,"BEN domain containing 5","Bend5","67621","1914871"
2106,"Trp53 induced glycolysis repulatory phosphatase","Tigar","319801","2442752"
2107,"carboxymethylenebutenolidase-like (Pseudomonas)","Cmbl","69574","1916824"
2108,"R-spondin 3 homolog (Xenopus laevis)","Rspo3","72780","1920030"
2109,"Kv channel interacting protein 4","Kcnip4","80334","1933131"
2110,"trans-acting transcription factor 8","Sp8","320145","2443471"
2111,"tweety homolog 1 (Drosophila)","Ttyh1","57776","1889007"
2112,"zinc finger protein of the cerebellum 5","Zic5","65100","1929518"
2113,"CD82 antigen","Cd82","12521","104651"
2114,"dopachrome tautomerase","Dct","13190","102563"
2115,"zinc finger, CCHC domain containing 12","Zcchc12","72693","1919943"
2116,"cold shock domain containing C2, RNA binding","Csdc2","105859","2146027"
2117,"protein phosphatase 2, regulatory subunit B (B56), beta isoform","Ppp2r5b","225849","2388480"
2118,"claudin 1","Cldn1","12737","1276109"
2119,"inhibin beta-A","Inhba","16323","96570"
2120,"actin, beta","Actb","11461","87904"
2121,"WW, C2 and coiled-coil domain containing 1","Wwc1","211652","2388637"
2122,"ectonucleotide pyrophosphatase/phosphodiesterase 2","Enpp2","18606","1321390"
2123,"neurocalcin delta","Ncald","52589","1196326"
2124,"leucine rich repeat transmembrane neuronal 3","Lrrtm3","216028","2389177"
2125,"N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3","Ndst3","83398","1932544"
2126,"Williams-Beuren syndrome chromosome region 17 homolog (human)","Wbscr17","212996","2137594"
2127,"kinase suppressor of ras 1","Ksr1","16706","105051"
2128,"solute carrier family 35, member F1","Slc35f1","215085","2139810"
2129,"catenin (cadherin associated protein), alpha 1","Ctnna1","12385","88274"
2130,"leucine rich repeat containing 16A","Lrrc16a","68732","1915982"
2131,"eyes absent 1 homolog (Drosophila)","Eya1","14048","109344"
2132,"macrophage stimulating 1 receptor (c-met-related tyrosine kinase)","Mst1r","19882","99614"
2133,"Rap guanine nucleotide exchange factor (GEF) 3","Rapgef3","223864","2441741"
2134,"kinesin family member 5A","Kif5a","16572","109564"
2135,"selenoprotein M","Selenom","114679","2149786"
2136,"transthyretin","Ttr","22139","98865"
2137,"phosphatase and tensin homolog","Pten","19211","109583"
2138,"unc-5 homolog B (C. elegans)","Unc5b","107449","894703"
2139,"solute carrier family 20, member 2","Slc20a2","20516","97851"
2140,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2","Cited2","17684","1306784"
2141,"WSC domain containing 1","Wscd1","216881","2448493"
2142,"ATPase, Na+/K+ transporting, alpha 1 polypeptide","Atp1a1","11928","88105"
2143,"leucine rich repeat and fibronectin type III, extracellular 1","Elfn1","243312","2442479"
2144,"melanoma antigen, family D, 1","Maged1","94275","1930187"
2145,"atrophin 1","Atn1","13498","104725"
2146,"neuroblastoma, suppression of tumorigenicity 1","Nbl1","17965","104591"
2147,"phosphoinositide-interacting regulator of transient receptor potential channels","Pirt","193003","2443635"
2148,"C1q-like 3","C1ql3","227580","2387350"
2149,"carbonic anhydrase 3","Car3","12350","88270"
2150,"histocompatibility 2, K1, K region","H2-K1","14972","95904"
2151,"histocompatibility 2, T region locus 22","H2-T22","15039","95956"
2152,"histocompatibility 2, T region locus 23","H2-T23","15040","95957"
2153,"L1 cell adhesion molecule","L1cam","16728","96721"
2154,"Leukemia inhibitory factor receptor","Lifr","16880","96788"
2155,"olfactomedin-like 2B","Olfml2b","320078","2443310"
2156,"protein tyrosine phosphatase, non-receptor type 3","Ptpn3","545622","105307"
2157,"sphingomyelin phosphodiesterase 3, neutral","Smpd3","58994","1927578"
2158,"syntaxin binding protein 2","Stxbp2","20911","107370"
2159,"catenin (cadherin associated protein), beta 1","Ctnnb1","12387","88276"
2160,"lamin A","Lmna","16905","96794"
2161,"creatine kinase, brain","Ckb","12709","88407"
2162,"low density lipoprotein receptor-related protein 3","Lrp3","435965","3584516"
2163,"activin A receptor, type II-like 1","Acvrl1","11482","1338946"
2164,"metallothionein 1","Mt1","17748","97171"
2165,"phosphofructokinase, platelet","Pfkp","56421","1891833"
2166,"transcription factor 25 (basic helix-loop-helix)","Tcf25","66855","1914105"
2167,"prickle homolog 1 (Drosophila)","Prickle1","106042","1916034Prickle"
2168,"doublecortin-like kinase 3","Dclk3","245038","3039580"
2169,"asparagine-linked glycosylation 2 homolog (yeast, alpha-1,3-mannosyltransferase)","Alg2","56737","1914731"
2170,"ELOVL family member 6, elongation of long chain fatty acids (yeast)","Elovl6","170439","2156528"
2171,"solute carrier family 38, member 7","Slc38a7","234595","2679005"
2172,"NDC80 homolog, kinetochore complex component (S. cerevisiae)","Ndc80","67052","1914302"
2173,"bone morphogenetic protein 4","Bmp4","12159","88180"
2174,"laminin gamma 3","Lamc3","23928","1344394"
2175,"mitochondrial pyruvate carrier 2","Mpc2","70456","1917706"
2176,"NIMA (never in mitosis gene a)-related expressed kinase 7","Nek7","59125","1890645"
2177,"neuropeptides B/W receptor 1","Npbwr1","226304","891989"
2178,"PDZ binding kinase","Pbk","52033","1289156"
2179,"keratin 18","Krt18","16668","96692"
2180,"Cytochrome c oxidase, subunit VI a, polypeptide 2","Cox6a2","12862","104649"
2181,"elongation factor RNA polymerase II-like 3","Ell3","269344","2673679"
2182,"heparanase","Hpse","15442","1343124"
2183,"Parathyroid hormone-like peptide","Pthlh","19227","97800"
2184,"RAS-like, estrogen-regulated, growth-inhibitor","Rerg","232441","2665139"
2185,"Glypican 1","Gpc1","14733","1194891"
2186,"Sphingomyelin phosphodiesdterase 1","Smpd1","20597","98325"
2187,"Rho GTPase activating protein 25","Arhgap25","232201","2443687"
2188,"killer cell lectin-like receptor, subfamily A, member 1","Klra1","16627","101907"
2189,"RIKEN cDNA 4930555G01 gene","4930555G01Rik","108978","1922055"
2190,"fidgetin","Fign","60344","1890647"
2191,"claudin 2","Cldn2","12738","1276110"
2192,"embigin","Emb","13723","95321"
2193,"cytidine monophospho-N-acetylneuraminic acid synthetase","Cmas","12764","1337124"
2194,"minichromosome maintenance deficient 7 (S. cerevisiae)","Mcm7","17220","1298398"
2195,"vomeronasal 1 receptor 206","Vmn1r206","171250","2159665"
2196,"Paraneoplastic antigen MA2","Pnma2","239157","2444129"
2197,"lysine (K)-specific demethylase 5B","Kdm5b","75605","1922855"
2198,"GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus","Gnas","14683","MGI:95777"
2199,"aldo-keto reductase family 1, member C18","Akr1c18","105349","2145420"
2200,"coiled-coil domain containing 184","Ccdc184","239650","2146066"
